代號,補習班,班址,電話,立案文號,立案日期
62200304020004,臺南市私立比才文理短期補習班,北區文成三路371號2-3樓,(06)2520506,南市教終字第09102162960號,2002-12-04
62200304020005,臺南市私立功達文理短期補習班,東區凱旋路322號1-3樓,(06)2090111,南市教終字第09102179810號,2002-12-04
62200305289012,臺南市私立華聲語文技藝短期補習班永康分班,永康區中華路700號1-3樓,(06)3015325、3015326,"府教社字第 198718號",2002-12-02
62200211190004,臺南市私立保正佳文理短期補習班,北區育德3街221巷2號2-4樓,(06)2510346,南市教終字第09102120890號,2002-11-12
62200211059002,臺南市私立彩繪屋美術短期補習班,安定區安定52-2號1-3樓,(06)5924076,府教社字第179193號,2002-10-31
62200210290001,臺南市私立大美文理短期補習班,南區夏林路220號1-5樓、220之1號1-5樓,(06)2648787,南市教終字第09102058370號,2002-10-22
62200210239001,臺南市私立正潛能文理短期補習班,鹽水區中山路1-38號1-2樓,(06)6530555,府教社字第0910172835號,2002-10-21
62200210290002,臺南市私立翰青文理短期補習班,安南區海佃路1段213巷49號1-3樓,(06)2596719,南市教終字第0910204555號,2002-10-18
62200210039002,臺南市私立迪升文理短期補習班,仁德區仁中六街102號1-2樓,(06)2706531,府教社字第161589號,2002-10-02
62200210039003,臺南市私立朗文美語短期補習班,永康區大橋三街146號1-2樓,(06)3021136,府教社字第161588號,2002-10-02
62200209309001,臺南市私立芝蔴文理短期補習班,永康區仁愛街15號1-4樓,(06)2538799,府教社字第0910155653號,2002-09-23
62200209199003,臺南市私立定朋文理短期補習班,佳里區新生路441巷28號1-2樓,(06)7235333,府教社字第143969號,2002-09-04
62200208029114,臺南市私立歸仁華偉文理短期補習班,歸仁區民權北路179號1-3樓,(06)2306510,府教社字第143971號,2002-09-04
62200209199002,臺南市私立新格蘭英語短期補習班,新營區民治路185號1-2樓,(06)6592258,府教社字第142288號,2002-09-02
62200209270001,臺南市私立清美英語短期補習班,中西區建業街2號2樓,"(06)2142034. 213-3636",南市教終字第069347號,2002-09-02
62200208280026,臺南市私立弘志躍升文理短期補習班,北區公園路383號1-2樓及夾層,(06)2816869,南市社教終字第064697號,2002-08-16
62200208159002,臺南市私立佑幼升學文理短期補習班,六甲區仁愛街130號1-2樓,(06)6986951,府教社字第0910132830號,2002-08-15
62200209180009,臺南市私立凱立音樂短期補習班,北區和緯路4段167號1-2樓,(06)2599777,南市教終字第063515號,2002-08-13
62200208129006,臺南市私立佳恩美語短期補習班,新化區民治路156號1-2樓、158號1-2樓,(06)5800937,府教社字第0910126084號,2002-08-06
62200208129010,臺南市私立金誠品文理短期補習班,永康區華興街27號1-2樓,(06)3132227,府教社字第0910126088號,2002-08-06
62200208129005,臺南市私立希耘語文短期補習班,麻豆區新生南路265號1-3樓,(06)5715291,府教社字第119200號,2002-07-26
62200208290008,臺南市私立道森美語短期補習班,中西區金華路4段8號1-2樓,(06)2205977,南市教終字第057299號,2002-07-23
62200208129008,臺南市私立小狀元文理短期補習班,佳里區安西路247號2-4樓,(06)7235451,府教社字第114330號,2002-07-17
62200208290006,臺南市私立廣達美語文理短期補習班,北區海安路三段726號1-3樓,(06)2828279,南市教終字第055096號,2002-07-16
62200208280022,學成教育事業股份有限公司附設臺南市私立學成文理短期補習班,東區東平路267號1-3樓,(06)2008081,"南市教終字第 046468 號",2002-06-19
62200208290005,臺南市私立梁老師英語短期補習班,東區崇德十二街12號2樓,(06)2691646,南市教終字第045850號,2002-06-17
62200407199001,臺南市私立雅韻音樂短期補習班,歸仁區復興路128號2-3樓,(06)2395566,府教社字第094187號,2002-06-14
62200208069071,臺南市私立正修文理短期補習班,善化區大同路352號1-2樓,(06)5811228,府教社字第091009418號,2002-06-14
62200208129015,臺南市私立肯迪文理短期補習班,永康區復華七街193號1-2樓,(06)3015315,府教社字第091678號,2002-06-10
62200208089089,臺南市私立小贏家美語短期補習班,永康區大橋三街126號1-2樓,(06)2015977,府教社字第091677號,2002-06-10
62200208290001,臺南市私立安德魯美語短期補習班,東區崇善路535號2-3樓,(06)2689713,南市教終字第040438號,2002-05-30
62200208290002,臺南市私立查理文理短期補習班,南區鹽埕路103巷35號1-2樓,(06)2641155,南市教終字第040437號,2002-05-30
62200208129004,臺南市私立易信美語短期補習班,佳里區復興路23號1-2樓,(06)7231938,府教社字第0910084403號,2002-05-28
62200208280016,臺南市私立冠民文理短期補習班,北區西門路4段70巷12號1-3樓,(06)2825778,南市教終字第034078號,2002-05-08
62200208280017,臺南市私立蔡文成文理短期補習班,東區東平路70號1-3樓,(06)2353586,南市教終字第034080號,2002-05-08
62200208280053,臺南市私立大朋友美語美勞短期補習班,北區海安路三段135巷11號1-2樓,(06)2592898,南市教終字第032758號,2002-05-03
62200208280050,臺南市私立法王子文理短期補習班,安南區頂安街339巷12號1樓,(06)2466262、2466345,南市教終字第029381號,2002-04-23
62200208089088,臺南市私立維也納美語短期補習班,仁德區中正路二段760號1-2樓,(06)2709735,南市教社字第91677號,2002-04-14
62200208069068,臺南市私立欣橋文理短期補習班,安定區保西里455號1-3樓,(06)5923834,府教社字第910043063號,2002-03-20
62200208280045,臺南市私立麥田種子文理短期補習班,東區裕文路85號1-2樓、87號1-2樓,(06)3310177,南市教終字第019689號,2002-03-20
62200208089084,臺南市私立皇品文理短期補習班,新營區中正路18號1樓、20號1-2樓,(06)6325777,府教社字第43068號,2002-03-20
62200208280008,臺南市私立米老鼠文元文理短期補習班,北區文成三路375號2-3樓、379號2-3樓,(06)2817246,南市教終字第017265號,2002-03-12
62200208069070,臺南市私立建昇文理短期補習班,永康區復華七街50號1-2樓,(06)2041133,府教社字第0910034703號,2002-03-07
62200208280007,蓁宏文教事業有限公司附設臺南市私立蓁宏文理短期補習班,東區裕農3街171號1-2樓,(06)3313531,"教終字第 012696 號",2002-02-25
62200208089010,臺南市私立張老師文理技藝短期補習班,永康區龍昌街9號1-2樓,(06)2320592,府教社字第0910006388號,2002-01-10
62200209180005,臺南市私立河合音樂短期補習班,東區崇明路622號2-3樓,(06)2883335,南市教終字第000549號,2002-01-07
62200208280041,臺南市私立小台大美語短期補習班,東區崇道路14號1-3樓,(06)3356290,"府教終字第 092615 號",2001-12-27
62200208130001,臺南市私立人上人文理短期補習班,東區裕文路325號1-2樓,(06)3313812,南市教終字第092614號,2001-12-26
62200208270015,臺南市私立凌雲文理短期補習班,北區大港街114號1-2樓,(06)2804862,南市教終字第085717號,2001-11-29
62200208069064,臺南市私立群英文理短期補習班,學甲區中山路198-6號1-2樓,(06)7823868,府教社字第172912號,2001-11-16
62200208069063,臺南市私立松宜文理短期補習班,關廟區四維街158號1樓,(06)5967880,府教社字第172913號,2001-11-16
62200208069066,臺南市私立達正文理短期補習班,新營區中正路7號4樓,(06)6375525,府社教字第168390號,2001-11-09
62200208079014,臺南市私立培育文理短期補習班,下營區中山路一段182號1樓、186號1-2樓,(06)6892368,府教社字第163951號,2001-11-01
62200208270010,臺南市私立安順華偉文理短期補習班,安南區安豐6街208號1-3樓,(06)3560561,南市教終字第069165號,2001-10-02
62200208069062,臺南市私立凱仕蘭文理短期補習班,永康區永明街55號1-2樓,(06)2036302,府教社字第142495號,2001-09-24
62200208270004,臺南市私立三愛文理短期補習班,北區北門路三段27巷18號1-3樓,(06)2512260,南市教社字第062144號,2001-09-04
62200208280035,臺南市私立林肯美語文理短期補習班,安南區北安路2段125號1-3樓,(06)2593366,南市教終字第057292號,2001-08-16
62200208280032,臺南市私立葡萄園美語短期補習班,北區和緯路五段272號1-3樓,"(06)2803018 / 2804385",南市教終字第055319號,2001-08-07
62200208280033,臺南市私立葳斯康辛美語短期補習班,東區崇德七街30巷13號1-3樓,(06)2896616,南市教終字第055318號,2001-08-07
62200209180006,臺南市私立正統崇善珠心算短期補習班,東區崇善路806號3樓,(06)2690039,南市教終字第072163號,2001-07-30
62200205202134,臺南市私立全球文理短期補習班,安南區同安路85號1-4樓,(06)2460456,南市教終字第052155號,2001-07-25
62200205202139,臺南市私立智慧家美語短期補習班,南區金華路1段432號1-2樓,(06)2657275,南市教社字第48863號,2001-07-12
62200208089063,臺南市私立佳嘉珠算心算短期補習班,楠西區四維路17號2樓,(06)5751799,府教社字第916066號,2001-06-21
62200205202130,臺南市私立博昇文理短期補習班,安南區安和路5段193號1-2樓,(06)3556232,南市教終字第42340號,2001-06-19
62200205202136,臺南市私立詠陽英語短期補習班,東區崇明路608號1-4樓,(06)2678118,南市教終字第042370號,2001-06-19
62200402090003,臺南市私立康乃爾音樂文理短期補習班,東區崇善路227號1樓,(06)2677185,南市教終字第041511號,2001-06-15
62200205140072,臺南市私立僑大文理短期補習班,東區裕信路169號1-2樓,(06)3312858,南市教終字第41514號,2001-06-15
62200205170095,臺南市私立三元文理短期補習班,中西區中山路205號1-6樓,(06)2234002,南市教終字第41512號,2001-06-15
62200208089029,臺南市私立藝苑技藝短期補習班,永康區永大路2段1250號1-3樓,(06)2316006,府教社字第081489號,2001-06-05
62200205202122,臺南市私立貝兒國際文理短期補習班,東區府連路366號1-2樓,(06)2741497,南市教終字第033627號,2001-05-15
62200208069049,臺南市私立小豆豆文理短期補習班,六甲區七甲街49號1-3樓,(06)6994839,府教社字第070056號,2001-05-14
62200208069050,臺南市私立佳育文理短期補習班,歸仁區民族北街161-1號1-2樓,(06)3308588,府教社字第70057號,2001-05-14
62200205202123,頂美教育股份有限公司附設臺南市私立頂美文理短期補習班,中西區頂美1街47號1-2樓,(06)2506337,南市教終字第032446號,2001-05-10
62200205140077,臺南市私立立宇文理短期補習班,安南區本原街3段165號1-2樓,0953043806,南市教終字第27761號,2001-05-09
62200208069048,臺南市私立勤學電腦珠算文理短期補習班,山上區南洲189號1-2樓,(06)5783809,府教社字第62696號,2001-05-01
62200205202171,嶺瀚文教事業有限公司附設臺南市私立非凡文理短期補習班,北區文賢一路138號1-2樓,(06)3588239,南市教終字第028450號,2001-04-24
62200402250001,雲門國際事業股份有限公司附設臺南市私立丹青舞蹈技藝短期補習班,東區東安路96號地下1樓,(06)2088007,南市教終字第027880號,2001-04-19
62200208069046,臺南市私立中營文理短期補習班,下營區中營331號1-2樓,(06)6890190,府教社字第054199號,2001-04-16
62200402090002,臺南市私立立合音樂短期補習班,北區和緯路二段251號2-4樓,"(06)2586028,2519318",南市教終字第024908號,2001-04-11
62200402060003,臺南市私立九華土木建築短期補習班,東區慶東街208號1-2樓,(06)2370119,南市教終字第023787號,2001-04-04
62200402040003,臺南市私立小學堂文理短期補習班,北區文成三路676號1-2樓,(06)2509992,南市教終字第017985號,2001-03-30
62200205202119,臺南市私立ABC英語短期補習班,東區崇明路535號1-2樓,(06)2673313,南市教終字第21586號,2001-03-27
62200208079114,臺南市私立長堤外語短期補習班,永康區仁愛街36號1-3樓,(06)2533556,府教社字第41653號,2001-03-21
62200205202118,芝蔴開門股份有限公司附設臺南市私立芝蔴街美語會話短期補習班,東區崇學路149號1-5樓,(06)2606500,南市教終字第18972號,2001-03-19
62200205202120,臺南市私立高名文理短期補習班,安南區安富街149號1-2樓,(06)2593766,南市教終字第015887號,2001-03-07
62200304220001,臺南市私立元喬美語短期補習班崇明分班,東區崇明17街11號2-3樓,(06)2675507,南市教終字第014213號,2001-03-02
62200205202113,臺南市私立達特兒文理短期補習班,北區公園路213號1-2樓,(06)2269331,南市教終字第14526號,2001-03-02
62200402090001,臺南市私立雅筑音樂短期補習班,東區東平路25號1樓,(06)2745003,南市教終字第013526號,2001-02-27
62200205140069,臺南市私立學格中文寫作美語短期補習班,安南區富東路228號1-2樓、230號1-2樓,(06)2589885,南市教終字第012777號,2001-02-22
62200208069044,臺南市私立松安文理短期補習班,佳里區光華街151號1-2樓,(06)7233157,府教社字第023302號,2001-02-16
62200205202111,臺南市私立櫻橋英日語短期補習班,中西區友愛街42號1-3樓,(06)2591521,南市教終字第10706號,2001-02-14
62200208079110,臺南市私立開心文理短期補習班,後壁區後壁寮57之11號1-3樓,(06)6873798,府教社字第004704號,2001-01-09
62200208079111,臺南市私立文碩英語短期補習班,永康區永華路192號1-2樓,(06)2055208、(06)2055207,府教社字第4702號,2001-01-09
62200402250002,臺南市私立蔡老師文理短期補習班,東區崇善路213號1-2樓,(06)2900691,南市教終字第001847號,2001-01-09
62200603029002,臺南市私立英格麗文理短期補習班,學甲區和平路233號1-3樓,(06)7839989,府教社字第038017號,2000-12-21
62200208079031,臺南市私立雄鷹文理短期補習班民生分班,麻豆區民生路7-2號1-3樓,(06)5714141,府教社字第206491號,2000-12-21
62200208069038,臺南市私立育群文理短期補習班,六甲區中正路461-1號1-2樓,(06)6986217,府教社字第205162號,2000-12-19
62200208079100,臺南市私立人上人美語短期補習班,歸仁區國光街121號1樓、123號1-2樓,(06)2300832,府教社字第189470號,2000-12-17
62200208069037,臺南市私立大智文理短期補習班,佳里區延平路205號1樓、217號1-2樓,(06)7216078,府教社字第188866號,2000-11-21
62200208079106,臺南市私立育佑英語短期班,六甲區曾文街55號1樓,0912104059,府教社字第188865號,2000-11-21
62200402040006,臺南市私立冠群美語短期補習班,中西區南門路111號1樓,(06)2145599,南市教終字第082644號,2000-11-21
62200209110001,臺南市私立湯姆文理技藝短期補習班,東區崇明路612號1-2樓及614號1-2樓,(06)3354955,南市教終字第082311號,2000-11-21
62200205202102,臺南市私立晨光文理短期補習班,安南區大安街461巷5號1-2樓,(06)2463317,南市教終字第081993號,2000-11-17
62200205202103,臺南市私立進興文理短期補習班,安南區府安路5段222號1-2樓,(06)3580832,南市教終字第081992號,2000-11-17
62200208069036,臺南市私立至學文理短期補習班,永康區復華七街199號1-3樓,(06)2038857,府教社字第187206號,2000-11-17
62200208089073,臺南市私立精靈音樂短期補習班,歸仁區文化街一段115號1樓,(06)3308987,府教社字第177685號,2000-11-02
62200208069035,臺南市私立AGNES林老師文理短期補習班,麻豆區興中路175巷3-15號2-3樓,(06)5710122,府教社字第174814號,2000-10-30
62200205140025,臺南市私立華聲語文技藝短期補習班,安平區怡平路360號1-5樓,(06)2996255、2996256,南市教社字第076268號,2000-10-26
62200208079058,臺南市私立天才語言短期補習班,永康區中華路602號1-2樓,(06)2329501,府教社字第162513號,2000-10-09
62200205140068,臺南市私立早稻田日語短期補習班,中西區民權路2段174號1-2樓,(06)2219327,南市教終字第69463號,2000-10-02
62200205200044,臺南市私立喬登美語短期補習班,東區中華東路3段357巷127號1-2樓,(06)2675058,南市教終字第44430號,2000-10-01
62200205200085,奧林匹克文化事業股份有限公司附設臺南市私立蔡坤龍文理短期補習班,中西區忠義路二段12號1-4樓,(06)2213319,南市教終字第067232號,2000-09-22
62200205200084,臺南市私立臨安芝蔴街美語文理短期補習班,北區海安路三段847號1-3樓,(06)2808346,南市教終字第066310號,2000-09-19
62200208069031,臺南市私立全能文理短期補習班,永康區鹽行路100巷27號1-2樓,(06)2535945,府教社字第140304號,2000-09-04
62200208079103,臺南市私立吉尼斯美語電腦短期補習班,歸仁區民權八街51號1樓,(06)2399055,府教社字第141238號,2000-09-04
62200205200081,功學社音樂中心股份有限公司附設臺南市私立中正音樂短期補習班,中西區中正路53巷1號2樓,(06)2200012,南市教社字第60222號,2000-08-29
62200208089052,臺南市私立資優堡珠心算文理短期補習班,善化區大成路420號1-3樓,(06)5832362,府教社字第128207號,2000-08-16
62200205200080,地球村出版有限公司附設臺南市私立東門地球村美日語短期補習班,東區東門路一段231號1-2樓,(06)2751986,南市教終字第056408號,2000-08-11
62200205200078,臺南市私立學佳文理短期補習班,東區裕和2街95號1-2樓,(06)3311095,南市教終字第56409號,2000-08-11
62200205200092,臺南市私立快樂營美語短期補習班,南區建南路196號1-2樓,(06)2916392,南市教終字第53402號,2000-08-01
62200208069028,臺南市私立幼全文理短期補習班,永康區國光五街43之1號1-2樓,(06)2052378,府教社字第118848號,2000-07-31
62200208069027,臺南市私立北大文理短期補習班,永康區大灣路13號1樓,(06)2732877,府教社字第118846號,2000-07-31
62200205200045,臺南市私立沈博士英文短期補習班,東區崇善15街33巷66號1-2樓,(06)3356563,南市教終字第048293號,2000-07-13
62200205140016,臺南市私立立學文理短期補習班,中西區永福路二段36號1-2樓,(06)2136682,南市教終字第047446號,2000-07-10
62200208079105,臺南市私立卓越美語短期補習班,關廟區大仁街106號1-2樓,(06)5951743,府教社字第1195001號,2000-07-09
62200208079020,臺南市私立劍橋文理短期補習班,麻豆區和平路13之16號1-2樓,(06)5719918,府教社字第100817號,2000-07-01
62200208079018,臺南市私立弘名文理短期補習班,善化區自立路113號2-4樓,(06)5813626,府教社字第092084號,2000-06-15
62200205140015,臺南市私立全宏文理短期補習班,安南區本原街3段130之132號1樓,(06)2555089,南市教終字第040121號,2000-06-14
62200205140014,臺南市私立伯恩文理短期補習班,南區健康路1段383號1-3樓,(06)2635833,南市教終字第36244號,2000-06-09
62200208069021,臺南市私立子沛文理短期補習班,楠西區民生路175巷8號1樓,(06)5751559,府教社字第81356號,2000-05-25
62200205140011,臺南市私立建文文理短期補習班,安南區安中路三段316巷1號2樓,(06)2457179,南市教終字第33968號,2000-05-19
62200205140009,臺南市私立日盛文理短期補習班,安平區延平街97號1樓,(06)223-9011,南市教終字第029430號,2000-05-16
62200208069013,百世教育科技股份有限公司附設臺南市私立百世文理短期補習班大橋分班,永康區東橋一路382號1-3樓,(06)3037489,府教社字第0960086607號,2000-04-23
62200312260001,臺南市私立本淵文理短期補習班,安南區仁安路69號1-2樓,(06)2451257,南市教社字第025635號,2000-04-18
62200205172128,臺南市私立冠達文理短期補習班,南區夏林路216號1-2樓、214號1樓,(06)2913320,南市教終字第019050號,2000-03-20
62200208079099,臺南市私立張老師資優美語教室短期補習班,善化區自立路112號1-3樓,(06)5852295,府教社字第038441號,2000-03-10
62200208089014,社團法人中國青年救國團附設臺南市私立救國團文理技藝短期補習班新營分班,新營區民治路41號4樓,(06)6331331,府教社字第027674號,2000-02-19
62200208079028,臺南市私立知學堂文理短期補習班,安平區平通路102號3樓之2,(06)2937272,南市教社字第025388號,2000-02-17
62200205200032,臺南市私立第一文理短期補習班,東區崇學路159號3樓,(06)3367752,南市教終字第10257號,2000-02-14
62200205172123,臺南市私立永光文理短期補習班,安平區建平十四街105號1-4樓,0953699822,南市教終字第007244號,2000-01-28
62200208089074,臺南市私立智多作文美術美語短期補習班,新營區中正路122巷5號1-3樓,(06)6338051,府教社字第016768號,2000-01-27
62200205172121,臺南市私立育大文理短期補習班,東區崇明路555號1-2樓,(06)3363623,南市教終字第003593號,2000-01-17
62200205172135,臺南市私立博群文理短期補習班,安平區平通路385號1-2樓、387號1-2樓、389號1-2樓,(06)2988472,南市教社字第156579號,1999-12-17
62200205200027,臺南市私立元喬美語短期補習班,東區裕興街197號1-3樓,(06)3312017,南市教終字第152701號,1999-12-07
62200205172114,臺南市私立宗德文理美容短期補習班,安南區同安路371號1-3樓,(06)2563563,南市教社字第151230號,1999-11-26
62200208069007,臺南市私立新孟德文理短期補習班,新營區三民路135之1號1樓,(06)6353503,府教社字第202813號,1999-11-24
62200205172112,臺南市私立昇達文理短期補習班,安平區怡平路338號1-4樓,(06)2974153,南市教社字第149706號,1999-11-22
62200205200002,臺南市私立小威龍文理短期補習班,北區大港街97號1-2樓,(06)2809576,南市教終字第148874號,1999-11-18
62200205172132,臺南市私立文雅文理短期補習班,北區開元路76號1-2樓,(06)2366660,南市教社字第148875號,1999-11-17
62200208069006,臺南市私立學達文理短期補習班,新化區中山路188-2號1-3樓、188-3號1樓、190號1-2樓,(06)5902271,府教社字第190805號,1999-11-02
62200208079013,臺南市私立聖佑文理短期補習班,麻豆區和平路13之14號1-2樓,(06)5726562,府教社字第190801號,1999-11-02
62200208079026,臺南市私立廣晉文理短期補習班,仁德區中正路二段818號1-3樓,(06)2792727,府教社字第190806號,1999-11-02
62200205172111,臺南市私立鼎勝文理短期補習班,東區勝利路12巷62號1-2樓,(06)2746047,南市教社字第136832號,1999-10-05
62200205200022,臺南市私立中央文理短期補習班,北區成功路256號1-3樓,(06)2219399,南市教社字第135734號,1999-09-29
62200205172109,臺南市私立明功安順文理短期補習班,安南區安中路一段32號1-3樓,(06)2452333,南市教社字第130887號,1999-09-09
62200205202181,臺南市私立冠成文理短期補習班,中西區府前路一段271號1-3樓、273號1-3樓,(06)2153388,南市教社字第130890號,1999-09-09
62200208089058,臺南市私立陳老師心算短期補習班,學甲區八德街59號1樓,(06)7830478,府教社字第156580號,1999-09-08
62200208089012,臺南市私立龍合文理短期補習班,官田區中山路2段58巷41號1-2樓,(06)5790731,府教社字第156579號,1999-09-08
62200308190001,臺南市私立班尼頓文理短期補習班,安平區華平路549號1-3樓,(06)2950007,南市教社字第130423號,1999-09-08
62200208079089,臺南市私立全仁語文短期補習班,鹽水區康樂路144號2-4樓、146號2樓,(06)6531000,府教社字第151104號,1999-08-30
62200205200075,金龍海國際圖書有限公司附設臺南市私立大東海法商短期補習班,中西區成功路65號2樓,(06)2265596,南市教社字第123523號,1999-08-13
62200208069002,臺南市私立志高文理短期補習班,佳里區文化路349-2號1-2樓,(06)7227319,府教社字第136184號,1999-08-04
62200208079085,臺南市私立艾上文理短期補習班,麻豆區民生路1-1號1樓,(06)5717701,府教社字第134749號,1999-08-02
62200208079084,臺南市私立潛能英語開發短期補習班,佳里區光復路383號2-3樓,(06)7229969,府教社字第132978號,1999-07-30
62200208029116,臺南市私立永元文理短期補習班,安定區蘇厝127之3號1樓,(06)5924878,府教社字第128583號,1999-07-23
62200205202178,臺南市私立學誼英文珠算短期補習班,中西區民族路3段123號1-2樓,(06)2111411,南市教社字第115579號,1999-07-16
62200208079082,臺南市私立新希望美語短期補習班,歸仁區文化街一段123號1-2樓,(06)2308185,府教社字第121904號,1999-07-13
62200208029115,臺南市私立寶安文理短期補習班,永康區復國一路540號1樓,(06)2039235,府教社字第121080號,1999-07-12
62200205172102,臺南市私立多元文理短期補習班,安南區府安路5段150號1-2樓,(06)2594419,南市教社字第112142號,1999-07-06
62200208029112,臺南市私立良師益友教育學園文理短期補習班,安定區蘇厝里482-17號1-2樓,(06)5920147,府教社字第107089號,1999-06-21
62200208029111,臺南市私立崇名文理短期補習班,新化區民治路43巷48號1-3樓,(06)5909899,府教社字第100229號,1999-06-09
62200205170099,臺南市私立益大文理短期補習班,南區夏林路168號1-2樓,(06)2656655,南市教社字第97410號,1999-05-14
62200205170094,臺南市私立育丞文理短期補習班,北區大港街126號1-2樓,(06)2585852,南市教社字第85715號,1999-04-02
62200208079075,臺南市私立喬恩文理短期補習班,歸仁區公園路76號1-2樓,(06)3307781,府教社字第51495號,1999-03-30
62200205170093,臺南市私立建中文理短期補習班,中西區忠義路1段62號1-2樓、65號1-2樓,(06)2153050,南市教社字第82549號,1999-03-24
62200208079073,臺南市私立威林文理短期補習班,安定區港口里港口300之3號1-3樓,(06)5935854,府教社字第40807號,1999-03-10
62200205202165,臺南市私立美樂蒂美語短期補習班,安南區安中路三段359號1-2樓,(06)2458087,南市教社字第74630號,1999-02-26
62200209269002,臺南市私立高林英文作文短期補習班,歸仁區民族北街12巷7號1樓、9號1-2樓,(06)2306955,府教社字第31384號,1999-02-25
62200208079071,臺南市私立超越文理短期補習班,新市區忠孝街154號1樓,(06)5011731,府教社字第0990248743號,1999-02-02
62200208079011,臺南市私立諾貝爾英文短期補習班,七股區玉成3-39號1樓,(06)7873112,府教社字第15399號,1999-01-25
62200208079009,臺南市私立美雅外語短期補習班,玉井區仁愛街158號1-3樓,(06)5747977,府教社字第007263號,1999-01-14
62200205142126,臺南市私立喬治亞美語短期補習班,東區東興路91號2樓、93號1-2樓,(06)2095919,南市教社字第61070號,1999-01-06
62200208029020,臺南市私立快樂學園文理短期補習班,新化區正新北路86號1樓,(06)5981871,府教社字第226960號,1998-12-24
62200205170084,臺南市私立黃老師文理短期補習班,北區開元路212巷64號1-2樓,(06)2759615,南市教社字第148760號,1998-12-15
62200208079005,伽碩企業有限公司附設臺南市私立職業訓練短期補習班,永康區中山路94巷1-3號2樓、96號1-2樓,(06)2037797,府教社字第221339號,1998-12-14
62200208029090,臺南市私立達滎文理短期補習班,安定區海寮15-2號1-2樓,(06)5937318,府教社字第213498號,1998-12-01
62200205170085,高元進階智庫有限公司附設臺南市私立高元文理短期補習班,中西區民族路2段67號5樓,(06)2225399,南市教社字第152011號,1998-12-01
62200205170082,臺南市私立誠大文理短期補習班,安南區安昌街174巷191弄99號1樓及夾層,(06)3562872,南市教社字第141864號,1998-11-18
62200208079069,臺南市私立名揚文理短期補習班,永康區中正路62號1-2樓,(06)2324973,教社字第201893號,1998-11-11
62200205200070,臺南市私立高強珠心算短期補習班,南區長南街34號1樓,(06)2641895,南市社教字第143506號,1998-11-01
62200208029092,臺南市私立旭昇文理短期補習班,永康區四維街16號1-3樓,(06)2034859,府教社字第195056號,1998-10-31
62200205170079,臺南市私立優閱文理短期補習班,北區大和路272號2-3樓,(06)2594056,南市教社字第124777號,1998-09-17
62200208079068,臺南市私立優圓語文短期補習班,歸仁區文化五街31號1-2樓,(06)2305601,府教社字第179731號,1998-09-07
62200205170076,臺南市私立傑出文理短期補習班,東區裕文路101號1-3樓,(06)3310028,南市教社字第121072號,1998-09-04
62200208089048,臺南市私立太陽花珠算短期補習班,學甲區建國路60號1樓,(06)7837177,教社字第149529號,1998-08-24
62200208029039,臺南市私立全人文理短期補習班,新市區和平街89號1-3樓,(06)5011185,府教社字第129644號,1998-07-23
62200208089072,臺南市私立舲音音樂短期補習班,新營區隋唐街69巷1號1-2樓,(06)6571861,府教社字第5657010號,1998-06-19
62200205170070,臺南市私立葛麗絲文理短期補習班,北區開元路212巷54號1樓,(06)2366356,南市教社字第89684號,1998-05-26
62200205142114,臺南市私立懷恩美語短期補習班,東區懷恩街40號1-2樓,(06)2365866,南市教社字第89686號,1998-05-26
62200208079064,臺南市私立東華文理短期補習班,永康區大仁街212號2-3樓,(06)2710759,府教社字第88859號,1998-05-22
62200208029079,臺南市私立華偉文理短期補習班,新化區中山路160號1-2樓,(06)5907857,府教社字第085512號,1998-05-16
62200208029082,臺南市私立學進文理短期補習班,新化區信義路210號1-5樓,(06)5904403,府教社字第85513號,1998-05-16
62200205142111,臺南市私立種子美語短期補習班,東區怡東路155號1-2樓,(06)2385038,南市教社字第83595號,1998-05-05
62200205170069,臺南市私立華升文理短期補習班,安平區民權路4段725號1-2樓,(06)2228428,南市教終字第89685號,1998-05-01
62200205170067,臺南市私立精英文理短期補習班,南區金華路1段39號1-2樓,(06)2639696,南市教社字第79879號,1998-04-21
62200205200067,臺南市私立數位喬登文理短期補習班,東區崇善路182巷3弄1號1-3樓,(06)2686008,南市教社字第75779號,1998-04-20
62200208079063,臺南市私立盧氏文理短期補習班,西港區西港12之4號1-2樓,(06)7956914,府教社字第64541號,1998-04-14
62200205200066,臺南市私立長春珠心算短期補習班,安南區安豐6街79號1-2樓,(06)3561216,南市教社字第71224號,1998-03-27
62200208089009,臺南市私立小牛頓學園文理技藝短期補習班,白河區國泰路375號1-4樓,0906851418,府教社字第044955號,1998-03-13
62200205142102,臺南市私立佳文文理短期補習班,南區明興路1408號1-2樓,(06)2960097,南市教社字第62006號,1998-02-18
62200205200065,臺南市私立志林文理技藝短期補習班,安南區同安路189號1-2樓,(06)2477386,教社字第59717號,1998-02-12
62200208089042,臺南市私立資優生文理短期補習班,鹽水區民生街42號1-4樓,(06)6532187,府教社字第207300號,1998-01-08
62200205202191,臺南市私立韋恩美髮短期補習班,東區凱旋路27號1-2樓,(06)2348518,南市教終字第092486號,1998-01-02
62200205142104,功學社音樂中心股份有限公司附設臺南市私立東寧音樂短期補習班,東區東寧路384號2-5樓,(06)2740014,南市教社字第50380號,1998-01-01
62200208029075,臺南市私立育承學園文理短期補習班,新化區北勢里176之1號1樓,(06)5981921,府教社字第226570號,1997-12-27
